# tensixbench raw points -- see docs/plans/tensix-cost-benchmark.md
# arch=wormhole magic=0x7B10CE05 unroll=64 probe_mask=0xFFFFF dvalid_setup=once src_format=undefined src_style=undefined mm_block=8 variants=t1,t2,t3 fidelities=LoFi,HiFi2,HiFi4
phase,variant,probe_id,probe,unit,active_threads,thread,n,unroll,cycles
A,t2,6,SFPMUL,SFPU,2,0,32,64,3996
A,t2,6,SFPMUL,SFPU,2,0,64,64,8089
A,t2,6,SFPMUL,SFPU,2,0,96,64,12181
A,t2,6,SFPMUL,SFPU,2,0,128,64,16285
A,t2,7,SFPMAD,SFPU,2,0,32,64,4001
A,t2,7,SFPMAD,SFPU,2,0,64,64,8092
A,t2,7,SFPMAD,SFPU,2,0,96,64,12184
A,t2,7,SFPMAD,SFPU,2,0,128,64,16282
A,t2,8,SFPABS,SFPU,2,0,32,64,4001
A,t2,8,SFPABS,SFPU,2,0,64,64,8107
A,t2,8,SFPABS,SFPU,2,0,96,64,12201
A,t2,8,SFPABS,SFPU,2,0,128,64,16299
A,t2,9,SETDMAREG,THCON,2,0,32,64,4019
A,t2,9,SETDMAREG,THCON,2,0,64,64,8086
A,t2,9,SETDMAREG,THCON,2,0,96,64,12184
A,t2,9,SETDMAREG,THCON,2,0,128,64,16278
A,t2,10,ADDDMAREG,THCON,2,0,32,64,11997
A,t2,10,ADDDMAREG,THCON,2,0,64,64,24372
A,t2,10,ADDDMAREG,THCON,2,0,96,64,36661
A,t2,10,ADDDMAREG,THCON,2,0,128,64,48950
A,t2,11,MULDMAREG,THCON,2,0,32,64,12075
A,t2,11,MULDMAREG,THCON,2,0,64,64,24374
A,t2,11,MULDMAREG,THCON,2,0,96,64,36662
A,t2,11,MULDMAREG,THCON,2,0,128,64,48948
A,t2,12,SHIFTDMAREG,THCON,2,0,32,64,12067
A,t2,12,SHIFTDMAREG,THCON,2,0,64,64,24371
A,t2,12,SHIFTDMAREG,THCON,2,0,96,64,36664
A,t2,12,SHIFTDMAREG,THCON,2,0,128,64,48952
A,t2,13,CMPDMAREG,THCON,2,0,32,64,12071
A,t2,13,CMPDMAREG,THCON,2,0,64,64,24373
A,t2,13,CMPDMAREG,THCON,2,0,96,64,36662
A,t2,13,CMPDMAREG,THCON,2,0,128,64,48948
A,t2,14,RDCFG,CFG,2,0,32,64,4059
A,t2,14,RDCFG,CFG,2,0,64,64,8117
A,t2,14,RDCFG,CFG,2,0,96,64,12213
A,t2,14,RDCFG,CFG,2,0,128,64,16309
A,t2,15,SETRWC,MATH,2,0,32,64,4006
A,t2,15,SETRWC,MATH,2,0,64,64,8103
A,t2,15,SETRWC,MATH,2,0,96,64,12198
A,t2,15,SETRWC,MATH,2,0,128,64,16294
A,t2,16,INCRWC,MATH,2,0,32,64,4001
A,t2,16,INCRWC,MATH,2,0,64,64,8085
A,t2,16,INCRWC,MATH,2,0,96,64,12179
A,t2,16,INCRWC,MATH,2,0,128,64,16275
A,t2,17,MVMUL,MATH,2,0,32,64,12206
A,t2,17,MVMUL,MATH,2,0,64,64,24776
A,t2,17,MVMUL,MATH,2,0,96,64,37253
A,t2,17,MVMUL,MATH,2,0,128,64,49738
A,t2,18,ELWADD,MATH,2,0,32,64,12282
A,t2,18,ELWADD,MATH,2,0,64,64,24779
A,t2,18,ELWADD,MATH,2,0,96,64,37260
A,t2,18,ELWADD,MATH,2,0,128,64,49740
A,t2,19,ELWMUL,MATH,2,0,32,64,12284
A,t2,19,ELWMUL,MATH,2,0,64,64,24780
A,t2,19,ELWMUL,MATH,2,0,96,64,37262
A,t2,19,ELWMUL,MATH,2,0,128,64,49742
A,t2,0,loop_overhead,-,2,1,32,64,77
A,t2,0,loop_overhead,-,2,1,64,64,141
A,t2,0,loop_overhead,-,2,1,96,64,205
A,t2,0,loop_overhead,-,2,1,128,64,269
A,t2,1,NOP,NONE,2,1,32,64,2152
A,t2,1,NOP,NONE,2,1,64,64,4231
A,t2,1,NOP,NONE,2,1,96,64,6343
A,t2,1,NOP,NONE,2,1,128,64,8455
A,t2,2,DMANOP,TDMA,2,1,32,64,4054
A,t2,2,DMANOP,TDMA,2,1,64,64,8145
A,t2,2,DMANOP,TDMA,2,1,96,64,12242
A,t2,2,DMANOP,TDMA,2,1,128,64,16337
A,t2,3,SFPNOP,SFPU,2,1,32,64,4056
A,t2,3,SFPNOP,SFPU,2,1,64,64,8148
A,t2,3,SFPNOP,SFPU,2,1,96,64,12244
A,t2,3,SFPNOP,SFPU,2,1,128,64,16340
A,t2,4,SFPMOV,SFPU,2,1,32,64,4054
A,t2,4,SFPMOV,SFPU,2,1,64,64,8145
A,t2,4,SFPMOV,SFPU,2,1,96,64,12244
A,t2,4,SFPMOV,SFPU,2,1,128,64,16340
A,t2,5,SFPADD,SFPU,2,1,32,64,4056
A,t2,5,SFPADD,SFPU,2,1,64,64,8148
A,t2,5,SFPADD,SFPU,2,1,96,64,12244
A,t2,5,SFPADD,SFPU,2,1,128,64,16340
A,t2,6,SFPMUL,SFPU,2,1,32,64,4052
A,t2,6,SFPMUL,SFPU,2,1,64,64,8148
A,t2,6,SFPMUL,SFPU,2,1,96,64,12243
A,t2,6,SFPMUL,SFPU,2,1,128,64,16340
A,t2,7,SFPMAD,SFPU,2,1,32,64,4055
A,t2,7,SFPMAD,SFPU,2,1,64,64,8148
A,t2,7,SFPMAD,SFPU,2,1,96,64,12244
A,t2,7,SFPMAD,SFPU,2,1,128,64,16340
A,t2,8,SFPABS,SFPU,2,1,32,64,4056
A,t2,8,SFPABS,SFPU,2,1,64,64,8146
A,t2,8,SFPABS,SFPU,2,1,96,64,12244
A,t2,8,SFPABS,SFPU,2,1,128,64,16340
A,t2,9,SETDMAREG,THCON,2,1,32,64,4053
A,t2,9,SETDMAREG,THCON,2,1,64,64,8146
A,t2,9,SETDMAREG,THCON,2,1,96,64,12242
A,t2,9,SETDMAREG,THCON,2,1,128,64,16338
A,t2,10,ADDDMAREG,THCON,2,1,32,64,12116
A,t2,10,ADDDMAREG,THCON,2,1,64,64,24507
A,t2,10,ADDDMAREG,THCON,2,1,96,64,36797
A,t2,10,ADDDMAREG,THCON,2,1,128,64,49084
A,t2,11,MULDMAREG,THCON,2,1,32,64,12204
A,t2,11,MULDMAREG,THCON,2,1,64,64,24500
A,t2,11,MULDMAREG,THCON,2,1,96,64,36793
A,t2,11,MULDMAREG,THCON,2,1,128,64,49080
A,t2,12,SHIFTDMAREG,THCON,2,1,32,64,12185
A,t2,12,SHIFTDMAREG,THCON,2,1,64,64,24506
A,t2,12,SHIFTDMAREG,THCON,2,1,96,64,36796
A,t2,12,SHIFTDMAREG,THCON,2,1,128,64,49084
A,t2,13,CMPDMAREG,THCON,2,1,32,64,12199
A,t2,13,CMPDMAREG,THCON,2,1,64,64,24497
A,t2,13,CMPDMAREG,THCON,2,1,96,64,36794
A,t2,13,CMPDMAREG,THCON,2,1,128,64,49083
A,t2,14,RDCFG,CFG,2,1,32,64,4105
A,t2,14,RDCFG,CFG,2,1,64,64,8148
A,t2,14,RDCFG,CFG,2,1,96,64,12244
A,t2,14,RDCFG,CFG,2,1,128,64,16339
A,t2,15,SETRWC,MATH,2,1,32,64,4055
A,t2,15,SETRWC,MATH,2,1,64,64,8148
A,t2,15,SETRWC,MATH,2,1,96,64,12244
A,t2,15,SETRWC,MATH,2,1,128,64,16340
A,t2,16,INCRWC,MATH,2,1,32,64,4056
A,t2,16,INCRWC,MATH,2,1,64,64,8146
A,t2,16,INCRWC,MATH,2,1,96,64,12241
A,t2,16,INCRWC,MATH,2,1,128,64,16337
A,t2,17,MVMUL,MATH,2,1,32,64,12306
A,t2,17,MVMUL,MATH,2,1,64,64,24885
A,t2,17,MVMUL,MATH,2,1,96,64,37359
A,t2,17,MVMUL,MATH,2,1,128,64,49838
A,t2,18,ELWADD,MATH,2,1,32,64,12374
A,t2,18,ELWADD,MATH,2,1,64,64,24884
A,t2,18,ELWADD,MATH,2,1,96,64,37365
A,t2,18,ELWADD,MATH,2,1,128,64,49845
A,t2,19,ELWMUL,MATH,2,1,32,64,12380
A,t2,19,ELWMUL,MATH,2,1,64,64,24879
A,t2,19,ELWMUL,MATH,2,1,96,64,37359
A,t2,19,ELWMUL,MATH,2,1,128,64,49839
A,t3,0,loop_overhead,-,3,0,32,64,77
A,t3,0,loop_overhead,-,3,0,64,64,141
A,t3,0,loop_overhead,-,3,0,96,64,205
A,t3,0,loop_overhead,-,3,0,128,64,269
A,t3,1,NOP,NONE,3,0,32,64,2134
A,t3,1,NOP,NONE,3,0,64,64,4233
A,t3,1,NOP,NONE,3,0,96,64,6345
A,t3,1,NOP,NONE,3,0,128,64,8457
A,t3,2,DMANOP,TDMA,3,0,32,64,6020
A,t3,2,DMANOP,TDMA,3,0,64,64,12129
A,t3,2,DMANOP,TDMA,3,0,96,64,18247
A,t3,2,DMANOP,TDMA,3,0,128,64,24380
A,t3,3,SFPNOP,SFPU,3,0,32,64,5963
A,t3,3,SFPNOP,SFPU,3,0,64,64,12093
A,t3,3,SFPNOP,SFPU,3,0,96,64,18259
A,t3,3,SFPNOP,SFPU,3,0,128,64,24392
A,t3,4,SFPMOV,SFPU,3,0,32,64,6005
A,t3,4,SFPMOV,SFPU,3,0,64,64,12147
A,t3,4,SFPMOV,SFPU,3,0,96,64,18292
A,t3,4,SFPMOV,SFPU,3,0,128,64,24438
A,t3,5,SFPADD,SFPU,3,0,32,64,5996
A,t3,5,SFPADD,SFPU,3,0,64,64,12140
A,t3,5,SFPADD,SFPU,3,0,96,64,18290
A,t3,5,SFPADD,SFPU,3,0,128,64,24428
A,t3,6,SFPMUL,SFPU,3,0,32,64,6003
A,t3,6,SFPMUL,SFPU,3,0,64,64,12136
A,t3,6,SFPMUL,SFPU,3,0,96,64,18283
A,t3,6,SFPMUL,SFPU,3,0,128,64,24430
A,t3,7,SFPMAD,SFPU,3,0,32,64,6003
A,t3,7,SFPMAD,SFPU,3,0,64,64,12149
A,t3,7,SFPMAD,SFPU,3,0,96,64,18306
A,t3,7,SFPMAD,SFPU,3,0,128,64,24449
A,t3,8,SFPABS,SFPU,3,0,32,64,5988
A,t3,8,SFPABS,SFPU,3,0,64,64,12160
A,t3,8,SFPABS,SFPU,3,0,96,64,18311
A,t3,8,SFPABS,SFPU,3,0,128,64,24453
A,t3,9,SETDMAREG,THCON,3,0,32,64,6008
A,t3,9,SETDMAREG,THCON,3,0,64,64,12147
A,t3,9,SETDMAREG,THCON,3,0,96,64,18294
A,t3,9,SETDMAREG,THCON,3,0,128,64,24441
A,t3,10,ADDDMAREG,THCON,3,0,32,64,18016
A,t3,10,ADDDMAREG,THCON,3,0,64,64,36610
A,t3,10,ADDDMAREG,THCON,3,0,96,64,55042
A,t3,10,ADDDMAREG,THCON,3,0,128,64,73481
A,t3,11,MULDMAREG,THCON,3,0,32,64,18183
A,t3,11,MULDMAREG,THCON,3,0,64,64,36610
A,t3,11,MULDMAREG,THCON,3,0,96,64,55049
A,t3,11,MULDMAREG,THCON,3,0,128,64,73481
A,t3,12,SHIFTDMAREG,THCON,3,0,32,64,18177
A,t3,12,SHIFTDMAREG,THCON,3,0,64,64,36610
A,t3,12,SHIFTDMAREG,THCON,3,0,96,64,55044
A,t3,12,SHIFTDMAREG,THCON,3,0,128,64,73476
A,t3,13,CMPDMAREG,THCON,3,0,32,64,18173
A,t3,13,CMPDMAREG,THCON,3,0,64,64,36606
A,t3,13,CMPDMAREG,THCON,3,0,96,64,55040
A,t3,13,CMPDMAREG,THCON,3,0,128,64,73472
A,t3,14,RDCFG,CFG,3,0,32,64,4164
A,t3,14,RDCFG,CFG,3,0,64,64,8117
A,t3,14,RDCFG,CFG,3,0,96,64,12213
A,t3,14,RDCFG,CFG,3,0,128,64,16309
A,t3,15,SETRWC,MATH,3,0,32,64,5997
A,t3,15,SETRWC,MATH,3,0,64,64,12152
A,t3,15,SETRWC,MATH,3,0,96,64,18306
A,t3,15,SETRWC,MATH,3,0,128,64,24451
A,t3,16,INCRWC,MATH,3,0,32,64,5994
A,t3,16,INCRWC,MATH,3,0,64,64,12133
A,t3,16,INCRWC,MATH,3,0,96,64,18277
A,t3,16,INCRWC,MATH,3,0,128,64,24413
A,t3,17,MVMUL,MATH,3,0,32,64,24216
A,t3,17,MVMUL,MATH,3,0,64,64,49233
A,t3,17,MVMUL,MATH,3,0,96,64,74001
A,t3,17,MVMUL,MATH,3,0,128,64,98769
A,t3,18,ELWADD,MATH,3,0,32,64,24475
A,t3,18,ELWADD,MATH,3,0,64,64,49243
A,t3,18,ELWADD,MATH,3,0,96,64,74003
A,t3,18,ELWADD,MATH,3,0,128,64,98773
A,t3,19,ELWMUL,MATH,3,0,32,64,24479
A,t3,19,ELWMUL,MATH,3,0,64,64,49238
A,t3,19,ELWMUL,MATH,3,0,96,64,74008
A,t3,19,ELWMUL,MATH,3,0,128,64,98777
A,t3,0,loop_overhead,-,3,1,32,64,77
A,t3,0,loop_overhead,-,3,1,64,64,141
A,t3,0,loop_overhead,-,3,1,96,64,205
A,t3,0,loop_overhead,-,3,1,128,64,269
A,t3,1,NOP,NONE,3,1,32,64,2150
A,t3,1,NOP,NONE,3,1,64,64,4231
A,t3,1,NOP,NONE,3,1,96,64,6343
A,t3,1,NOP,NONE,3,1,128,64,8455
A,t3,2,DMANOP,TDMA,3,1,32,64,6070
A,t3,2,DMANOP,TDMA,3,1,64,64,12208
A,t3,2,DMANOP,TDMA,3,1,96,64,18350
A,t3,2,DMANOP,TDMA,3,1,128,64,24492
A,t3,3,SFPNOP,SFPU,3,1,32,64,6066
A,t3,3,SFPNOP,SFPU,3,1,64,64,12206
A,t3,3,SFPNOP,SFPU,3,1,96,64,18351
A,t3,3,SFPNOP,SFPU,3,1,128,64,24492
A,t3,4,SFPMOV,SFPU,3,1,32,64,6053
A,t3,4,SFPMOV,SFPU,3,1,64,64,12197
A,t3,4,SFPMOV,SFPU,3,1,96,64,18341
A,t3,4,SFPMOV,SFPU,3,1,128,64,24488
A,t3,5,SFPADD,SFPU,3,1,32,64,6043
A,t3,5,SFPADD,SFPU,3,1,64,64,12196
A,t3,5,SFPADD,SFPU,3,1,96,64,18339
A,t3,5,SFPADD,SFPU,3,1,128,64,24484
A,t3,6,SFPMUL,SFPU,3,1,32,64,6048
A,t3,6,SFPMUL,SFPU,3,1,64,64,12190
A,t3,6,SFPMUL,SFPU,3,1,96,64,18335
A,t3,6,SFPMUL,SFPU,3,1,128,64,24478
A,t3,7,SFPMAD,SFPU,3,1,32,64,6047
A,t3,7,SFPMAD,SFPU,3,1,64,64,12200
A,t3,7,SFPMAD,SFPU,3,1,96,64,18356
A,t3,7,SFPMAD,SFPU,3,1,128,64,24500
A,t3,8,SFPABS,SFPU,3,1,32,64,6071
A,t3,8,SFPABS,SFPU,3,1,64,64,12211
A,t3,8,SFPABS,SFPU,3,1,96,64,18362
A,t3,8,SFPABS,SFPU,3,1,128,64,24504
A,t3,9,SETDMAREG,THCON,3,1,32,64,6066
A,t3,9,SETDMAREG,THCON,3,1,64,64,12210
A,t3,9,SETDMAREG,THCON,3,1,96,64,18355
A,t3,9,SETDMAREG,THCON,3,1,128,64,24498
A,t3,10,ADDDMAREG,THCON,3,1,32,64,18171
A,t3,10,ADDDMAREG,THCON,3,1,64,64,36783
A,t3,10,ADDDMAREG,THCON,3,1,96,64,55215
A,t3,10,ADDDMAREG,THCON,3,1,128,64,73649
A,t3,11,MULDMAREG,THCON,3,1,32,64,18337
A,t3,11,MULDMAREG,THCON,3,1,64,64,36779
A,t3,11,MULDMAREG,THCON,3,1,96,64,55217
A,t3,11,MULDMAREG,THCON,3,1,128,64,73649
A,t3,12,SHIFTDMAREG,THCON,3,1,32,64,18321
A,t3,12,SHIFTDMAREG,THCON,3,1,64,64,36777
A,t3,12,SHIFTDMAREG,THCON,3,1,96,64,55216
A,t3,12,SHIFTDMAREG,THCON,3,1,128,64,73648
A,t3,13,CMPDMAREG,THCON,3,1,32,64,18337
A,t3,13,CMPDMAREG,THCON,3,1,64,64,36774
A,t3,13,CMPDMAREG,THCON,3,1,96,64,55213
A,t3,13,CMPDMAREG,THCON,3,1,128,64,73645
A,t3,14,RDCFG,CFG,3,1,32,64,4193
A,t3,14,RDCFG,CFG,3,1,64,64,8148
A,t3,14,RDCFG,CFG,3,1,96,64,12243
A,t3,14,RDCFG,CFG,3,1,128,64,16339
A,t3,15,SETRWC,MATH,3,1,32,64,6066
A,t3,15,SETRWC,MATH,3,1,64,64,12201
A,t3,15,SETRWC,MATH,3,1,96,64,18359
A,t3,15,SETRWC,MATH,3,1,128,64,24499
A,t3,16,INCRWC,MATH,3,1,32,64,6062
A,t3,16,INCRWC,MATH,3,1,64,64,12206
A,t3,16,INCRWC,MATH,3,1,96,64,18356
A,t3,16,INCRWC,MATH,3,1,128,64,24500
A,t3,17,MVMUL,MATH,3,1,32,64,24410
A,t3,17,MVMUL,MATH,3,1,64,64,49427
A,t3,17,MVMUL,MATH,3,1,96,64,74204
A,t3,17,MVMUL,MATH,3,1,128,64,98972
A,t3,18,ELWADD,MATH,3,1,32,64,24636
A,t3,18,ELWADD,MATH,3,1,64,64,49434
A,t3,18,ELWADD,MATH,3,1,96,64,74207
A,t3,18,ELWADD,MATH,3,1,128,64,98975
A,t3,19,ELWMUL,MATH,3,1,32,64,24658
A,t3,19,ELWMUL,MATH,3,1,64,64,49442
A,t3,19,ELWMUL,MATH,3,1,96,64,74212
A,t3,19,ELWMUL,MATH,3,1,128,64,98980
A,t3,0,loop_overhead,-,3,2,32,64,77
A,t3,0,loop_overhead,-,3,2,64,64,141
A,t3,0,loop_overhead,-,3,2,96,64,205
A,t3,0,loop_overhead,-,3,2,128,64,269
A,t3,1,NOP,NONE,3,2,32,64,2135
A,t3,1,NOP,NONE,3,2,64,64,4231
A,t3,1,NOP,NONE,3,2,96,64,6343
A,t3,1,NOP,NONE,3,2,128,64,8455
A,t3,2,DMANOP,TDMA,3,2,32,64,6069
A,t3,2,DMANOP,TDMA,3,2,64,64,12212
A,t3,2,DMANOP,TDMA,3,2,96,64,18354
A,t3,2,DMANOP,TDMA,3,2,128,64,24494
A,t3,3,SFPNOP,SFPU,3,2,32,64,6062
A,t3,3,SFPNOP,SFPU,3,2,64,64,12207
A,t3,3,SFPNOP,SFPU,3,2,96,64,18357
A,t3,3,SFPNOP,SFPU,3,2,128,64,24498
A,t3,4,SFPMOV,SFPU,3,2,32,64,6070
A,t3,4,SFPMOV,SFPU,3,2,64,64,12210
A,t3,4,SFPMOV,SFPU,3,2,96,64,18355
A,t3,4,SFPMOV,SFPU,3,2,128,64,24498
A,t3,5,SFPADD,SFPU,3,2,32,64,6066
A,t3,5,SFPADD,SFPU,3,2,64,64,12212
A,t3,5,SFPADD,SFPU,3,2,96,64,18356
A,t3,5,SFPADD,SFPU,3,2,128,64,24501
A,t3,6,SFPMUL,SFPU,3,2,32,64,6070
A,t3,6,SFPMUL,SFPU,3,2,64,64,12213
A,t3,6,SFPMUL,SFPU,3,2,96,64,18356
A,t3,6,SFPMUL,SFPU,3,2,128,64,24500
A,t3,7,SFPMAD,SFPU,3,2,32,64,6071
A,t3,7,SFPMAD,SFPU,3,2,64,64,12213
A,t3,7,SFPMAD,SFPU,3,2,96,64,18358
A,t3,7,SFPMAD,SFPU,3,2,128,64,24500
A,t3,8,SFPABS,SFPU,3,2,32,64,6065
A,t3,8,SFPABS,SFPU,3,2,64,64,12204
A,t3,8,SFPABS,SFPU,3,2,96,64,18362
A,t3,8,SFPABS,SFPU,3,2,128,64,24504
A,t3,9,SETDMAREG,THCON,3,2,32,64,6063
A,t3,9,SETDMAREG,THCON,3,2,64,64,12198
A,t3,9,SETDMAREG,THCON,3,2,96,64,18338
A,t3,9,SETDMAREG,THCON,3,2,128,64,24483
A,t3,10,ADDDMAREG,THCON,3,2,32,64,18158
A,t3,10,ADDDMAREG,THCON,3,2,64,64,36758
A,t3,10,ADDDMAREG,THCON,3,2,96,64,55187
A,t3,10,ADDDMAREG,THCON,3,2,128,64,73619
A,t3,11,MULDMAREG,THCON,3,2,32,64,18328
A,t3,11,MULDMAREG,THCON,3,2,64,64,36759
A,t3,11,MULDMAREG,THCON,3,2,96,64,55192
A,t3,11,MULDMAREG,THCON,3,2,128,64,73624
A,t3,12,SHIFTDMAREG,THCON,3,2,32,64,18316
A,t3,12,SHIFTDMAREG,THCON,3,2,64,64,36753
A,t3,12,SHIFTDMAREG,THCON,3,2,96,64,55187
A,t3,12,SHIFTDMAREG,THCON,3,2,128,64,73618
A,t3,13,CMPDMAREG,THCON,3,2,32,64,18315
A,t3,13,CMPDMAREG,THCON,3,2,64,64,36757
A,t3,13,CMPDMAREG,THCON,3,2,96,64,55189
A,t3,13,CMPDMAREG,THCON,3,2,128,64,73621
A,t3,14,RDCFG,CFG,3,2,32,64,4193
A,t3,14,RDCFG,CFG,3,2,64,64,8149
A,t3,14,RDCFG,CFG,3,2,96,64,12245
A,t3,14,RDCFG,CFG,3,2,128,64,16341
A,t3,15,SETRWC,MATH,3,2,32,64,6072
A,t3,15,SETRWC,MATH,3,2,64,64,12213
A,t3,15,SETRWC,MATH,3,2,96,64,18357
A,t3,15,SETRWC,MATH,3,2,128,64,24501
A,t3,16,INCRWC,MATH,3,2,32,64,6067
A,t3,16,INCRWC,MATH,3,2,64,64,12211
A,t3,16,INCRWC,MATH,3,2,96,64,18355
A,t3,16,INCRWC,MATH,3,2,128,64,24492
